postgres_id,accident_id,description,latitude,longitude,severity,timestamp,timezone,status_code
78657,A-1831,At Dougherty Rd/Hopyard Rd - Accident. Left lane blocked.,37.70187,-121.90582,2,2016-04-11 08:17:42,US/Pacific,201
78665,A-1832,At Sand Hill Rd - Accident. Right lane blocked.,37.41747,-122.21268,2,2016-04-11 08:19:02,US/Pacific,201
78673,A-1833,At 7th St/Bryant St - Accident. Left lane blocked.,37.77332,-122.40654,2,2016-04-11 08:48:36,US/Pacific,201
78681,A-1834,At CA-92/Jackson St - Accident.,37.64801,-122.09625,2,2016-04-11 09:01:48,US/Pacific,201
78689,A-1835,At Treat Blvd - Accident. Right lane blocked.,37.92509,-122.06096,2,2016-04-11 09:03:09,US/Pacific,201
78697,A-1836,At Fremont St/Harrison St - Accident. Center lane blocked.,37.78606,-122.3909,2,2016-04-11 10:00:58,US/Pacific,201
78705,A-1837,At Treasure Island Rd - Accident. Right lane blocked.,37.80791,-122.3674,2,2016-04-11 11:59:35,US/Pacific,201
78713,A-1838,At J St - Accident. Left lane blocked.,38.583688,-121.5032,2,2016-04-11 12:54:06,US/Pacific,201
78721,A-1839,At CA-26/E Charter Way/E Main St - Accident.,37.957546,-121.240571,2,2016-04-11 12:55:31,US/Pacific,201
78729,A-1840,At Glenwood Dr - Accident. Left lane blocked.,37.14609,-121.98586,2,2016-04-11 12:56:51,US/Pacific,201
78737,A-1841,At CA-35/Skyline Blvd - Accident. Blocked ahead.,37.388001,-122.262971,3,2016-04-11 12:51:47,US/Pacific,201
78745,A-1842,At El Portal Dr - Accident. Carpool lane blocked.,37.96957,-122.3208,2,2016-04-11 13:05:58,US/Pacific,201
78753,A-1843,At Eden Canyon Rd - Accident.,37.70069,-122.02557,2,2016-04-11 13:21:50,US/Pacific,201
78761,A-1844,At I-580/I-980 - Accident.,37.8313,-122.26686,2,2016-04-11 13:30:56,US/Pacific,201
78769,A-1845,At Fremont St/Pershing Avenue - Accident.,37.95369,-121.30977,2,2016-04-11 13:36:05,US/Pacific,201
78777,A-1846,At Potrero Ave - Accident.,37.91838,-122.31734,3,2016-04-11 14:00:17,US/Pacific,201
78785,A-1847,At Treasure Island Rd - Accident.,37.80791,-122.3674,2,2016-04-11 14:32:58,US/Pacific,201
78793,A-1848,At Howe Ave - Accident.,38.55389,-121.40801,3,2016-04-11 14:47:34,US/Pacific,201
78801,A-1849,At Moss Landing Rd - Accident.,36.83067,-121.77108,2,2016-04-11 14:47:34,US/Pacific,201
78809,A-1850,At Hillcrest Ave - Accident.,37.99645,-121.78792,2,2016-04-11 15:00:57,US/Pacific,201
78817,A-1851,At Solano Ave - Accident.,37.94307,-122.32383,2,2016-04-11 15:23:27,US/Pacific,201
78825,A-1852,At Hegenberger Rd - Accident.,37.74227,-122.19797,2,2016-04-11 15:30:13,US/Pacific,201
78833,A-1853,Ramp to Ralston Ave/Marine Pky/Exit 412 - Accident.,37.52244,-122.26612,3,2016-04-11 15:32:56,US/Pacific,201
78841,A-1854,Between Alcosta Blvd and Bollinger Canyon Rd - Accident.,37.72127,-121.93827,3,2016-04-11 16:15:32,US/Pacific,201
78849,A-1855,At S CA-26 - Accident.,38.191515,-120.829111,2,2016-04-11 16:11:31,US/Pacific,201
78857,A-1856,At Willow Pass Rd (East) - Accident.,38.02368,-121.97127,2,2016-04-11 16:29:19,US/Pacific,201
78865,A-1857,Between Penryn Rd and Newcastle Rd - Accident.,38.83157,-121.17124,2,2016-04-11 16:39:26,US/Pacific,201
78873,A-1858,At Madison Ave - Accident.,38.66387,-121.35723,2,2016-04-11 16:52:52,US/Pacific,201
78881,A-1859,At Bayview Ave - Accident.,37.90967,-122.32179,3,2016-04-11 16:48:52,US/Pacific,201
78889,A-1860,At Mack Rd/Bruceville Rd - Accident.,38.47782,-121.42671,2,2016-04-11 17:13:46,US/Pacific,201
78897,A-1861,At Pena Adobe Rd - Accident.,38.33576,-122.01707,2,2016-04-11 17:17:44,US/Pacific,201
78905,A-1862,At Florin Rd - Accident.,38.49797,-121.44812,2,2016-04-11 17:25:47,US/Pacific,201
78913,A-1863,Between El Monte Rd and Magdalena Ave - Accident.,37.36394,-122.12389,2,2016-04-11 17:52:26,US/Pacific,201
78921,A-1864,At CA-183/Merritt St - Accident.,36.769185,-121.765101,2,2016-04-11 17:51:05,US/Pacific,201
78929,A-1865,At CA-24/Grove Shafter Fwy - Accident.,37.89697,-122.10155,3,2016-04-11 20:02:32,US/Pacific,201
78937,A-1866,At Rio Del Mar Blvd - Accident.,36.975239,-121.892246,2,2016-04-11 20:03:54,US/Pacific,201
78945,A-1867,At CA-4 - Accident.,37.99931,-122.07582,3,2016-04-12 03:03:49,US/Pacific,201
78953,A-1868,At CA-24/Grove Shafter Fwy/Bryant Way - Accident.,37.88339000000001,-122.18032,3,2016-04-12 04:51:34,US/Pacific,201
78961,A-1869,At Golden Gate Bridge/Toll Plaza - Accident.,37.80706,-122.47557,2,2016-04-12 06:19:33,US/Pacific,201
78969,A-1870,At Kastania Rd - Accident. Left lane blocked.,38.22248,-122.61016,2,2016-04-12 06:27:47,US/Pacific,201
78977,A-1871,At Grant Line Rd - Accident.,37.7412,-121.58183,2,2016-04-12 06:41:02,US/Pacific,201
78985,A-1872,At Hammer Ln - Accident.,38.02368,-121.36018,2,2016-04-12 06:43:45,US/Pacific,201
78993,A-1873,At Port Chicago Hwy - Accident.,38.01042,-122.01975,2,2016-04-12 07:05:47,US/Pacific,201
79001,A-1874,At Eden Canyon Rd - Accident. Right lane blocked.,37.70069,-122.02557,2,2016-04-12 06:58:49,US/Pacific,201
79009,A-1875,At Mission Blvd - Accident.,38.4498,-122.6878,2,2016-04-12 07:17:46,US/Pacific,201
79017,A-1876,At CA-17/Garden Hill Dr - Accident. Left lane blocked.,37.25081,-121.95893999999998,2,2016-04-12 07:32:27,US/Pacific,201
79025,A-1877,At Sausalito Lateral Rd - Accident. Right lane blocked.,37.842337,-122.485822,2,2016-04-12 07:44:44,US/Pacific,201
79033,A-1878,At Golden Gate Bridge/Toll Plaza - Accident.,37.80706,-122.47557,2,2016-04-12 07:52:53,US/Pacific,201
79041,A-1879,Ramp to Powell St - Accident.,37.83894,-122.29678,2,2016-04-12 08:06:37,US/Pacific,201
79049,A-1880,At Powell St - Accident.,37.84131,-122.29735,2,2016-04-12 08:06:37,US/Pacific,201
79057,A-1881,At 5th St/Adeline St/Market St - Accident. Right lane blocked.,37.798777,-122.275241,2,2016-04-12 08:14:34,US/Pacific,201
79065,A-1882,At Freitas Pky - Accident.,38.00991,-122.54211,2,2016-04-12 08:21:07,US/Pacific,201
79073,A-1883,At High St - Accident. Right lane blocked.,37.7719,-122.22442,2,2016-04-12 08:28:54,US/Pacific,201
79081,A-1884,At Elkhorn Blvd/Greenback Ln - Accident.,38.68354,-121.33599,2,2016-04-12 08:41:09,US/Pacific,201
79089,A-1885,At 59th St - Accident.,38.55342,-121.43682,2,2016-04-12 08:41:09,US/Pacific,201
79097,A-1886,At Bailey Rd - Accident.,38.01912,-121.9395,2,2016-04-12 08:53:45,US/Pacific,201
79105,A-1887,At 59th St - Accident.,38.55342,-121.43682,2,2016-04-12 09:12:17,US/Pacific,201
79113,A-1888,At Foster City Blvd - Accident. Right lane blocked.,37.56469,-122.27235,2,2016-04-12 09:22:55,US/Pacific,201
79121,A-1889,At Mason St - Accident.,38.35403,-121.97915,2,2016-04-12 09:31:07,US/Pacific,201
79129,A-1890,At McCarthy Blvd - Accident.,37.423082,-121.924673,3,2016-04-12 09:40:51,US/Pacific,201
79137,A-1891,Closed past Hurley Way/San Ysidro Way - Road closed due to accident.,38.588883,-121.414067,4,2016-04-12 13:20:50,US/Pacific,201
79145,A-1892,At Cutting Blvd/Harbour Way - Accident.,37.9269,-122.36756,2,2016-04-12 14:36:20,US/Pacific,201
79153,A-1893,At Pedrick Rd - Accident.,38.49164,-121.80055,3,2016-04-12 14:37:46,US/Pacific,201
79161,A-1894,At Madison Ave - Accident.,38.6581,-121.36307,2,2016-04-12 15:07:47,US/Pacific,201
79169,A-1895,At Baker Ave/Exit 488A - Accident.,38.42024,-122.71557,2,2016-04-12 15:23:53,US/Pacific,201
79177,A-1896,At Oak Hill Rd - Accident.,37.89336,-122.1231,2,2016-04-12 15:37:32,US/Pacific,201
79185,A-1897,At Rockville Rd/W Texas St - Accident.,38.244949,-122.080661,2,2016-04-12 16:00:05,US/Pacific,201
79193,A-1898,Ramp to CA-113 - Accident.,38.52929,-121.75614,3,2016-04-12 16:02:27,US/Pacific,201
79201,A-1899,Between CA-13/Ashby Ave/Bay St and Powell St - Accident.,37.85139,-122.29956,2,2016-04-12 16:15:38,US/Pacific,201
79209,A-1900,Between Downing Ave and 8th St - Accident.,37.91069,-121.28851,2,2016-04-12 16:12:54,US/Pacific,201
79217,A-1901,Ramp to I-280/Junipero Serra Fwy - Accident.,37.32789,-122.05122,2,2016-04-12 16:19:46,US/Pacific,201
79225,A-1902,Between King Rd and I-680/Sinclair Fwy/Bambi Ln - Accident.,37.34502,-121.84407,3,2016-04-12 16:22:27,US/Pacific,201
79233,A-1903,Ramp to CA-84/Decoto Rd - Accident.,37.56143,-122.03589,2,2016-04-12 16:25:09,US/Pacific,201
79241,A-1904,At Monterey Blvd/San Jose Ave - Accident.,37.73221,-122.43226,2,2016-04-12 16:23:48,US/Pacific,201
79249,A-1905,At Durham Rd - Accident.,37.51602000000001,-121.94069,3,2016-04-12 16:18:20,US/Pacific,201
79257,A-1906,At I-780/W K St - Accident.,38.069244,-122.183209,2,2016-04-12 16:44:53,US/Pacific,201
79265,A-1907,At CA-84/Marsh Rd/Exit 406 - Accident.,37.484267,-122.183803,2,2016-04-12 17:40:56,US/Pacific,201
79273,A-1908,Between Trancas St and Silverado Trl - Accident.,38.42763,-122.341155,3,2016-04-12 17:43:39,US/Pacific,201
79281,A-1909,Between Silverado Trl and Trancas St - Accident.,38.42772,-122.341237,3,2016-04-12 17:43:39,US/Pacific,201
79289,A-1910,At Zinfandel Dr - Accident.,38.58883,-121.29074,2,2016-04-12 17:58:49,US/Pacific,201
79297,A-1911,At Watt Ave - Accident.,38.55796,-121.38558,2,2016-04-12 19:00:47,US/Pacific,201
79305,A-1912,At San Mateo Bridge - Accident.,37.583671,-122.251499,2,2016-04-12 19:38:54,US/Pacific,201
79313,A-1913,At Bailey Avenue/Exit 373 - Accident.,37.20655,-121.7179,3,2016-04-12 22:36:49,US/Pacific,201
79321,A-1914,At Tantau Ave - Accident.,37.323087,-122.002344,2,2016-04-12 22:40:50,US/Pacific,201
79329,A-1915,At White Ln - Accident.,35.320635,-119.03710900000002,3,2016-04-13 03:49:30,US/Pacific,201
79337,A-1916,At Flynn Rd - Accident.,37.71922,-121.6604,3,2016-04-13 05:11:53,US/Pacific,201
79345,A-1917,At Gilman St - Accident.,37.88124000000001,-122.30814,2,2016-04-13 06:12:53,US/Pacific,201
79353,A-1918,At CA-185/14th St/Mission Blvd - Accident. Left lane blocked.,37.68872,-122.10838,2,2016-04-13 06:27:55,US/Pacific,201
79361,A-1919,At Clawiter Rd/Eden Landing Rd - Accident.,37.62916,-122.1185,2,2016-04-13 06:43:53,US/Pacific,201
79369,A-1920,At Rowland Blvd - Accident. Carpool lane blocked.,38.09598,-122.56165,2,2016-04-13 06:54:34,US/Pacific,201
79377,A-1921,At I-80-BR/Auburn Blvd - Accident. Right lane blocked.,38.64842,-121.37355,2,2016-04-13 07:22:57,US/Pacific,201
79385,A-1922,At Winters St - Accident.,38.63766,-121.4163,2,2016-04-13 07:33:57,US/Pacific,201
79393,A-1923,At Winton Ave - Accident.,37.65279,-122.09915,3,2016-04-13 07:36:47,US/Pacific,201
79401,A-1924,At 16th St - Accident.,38.56267,-121.48895,3,2016-04-13 07:43:36,US/Pacific,201
79409,A-1925,At Sycamore Valley Rd - Accident.,37.80728,-121.99105,2,2016-04-13 08:07:59,US/Pacific,201
79417,A-1926,At Foster City Blvd - Accident.,37.56469,-122.27235,2,2016-04-13 08:26:35,US/Pacific,201
79425,A-1927,At Alvarado Blvd/Fremont Blvd - Accident.,37.58214,-122.04966,2,2016-04-13 08:37:14,US/Pacific,201
79433,A-1928,At Montague Expy/San Tomas Expy - Accident.,37.38036,-121.95779,2,2016-04-13 08:46:30,US/Pacific,201
79441,A-1929,At Army St/Potrero Ave - Accident. Right lane blocked.,37.743816,-122.405713,2,2016-04-13 08:42:47,US/Pacific,201
79449,A-1930,Between Durham Rd and Washington Blvd - Accident.,37.51224000000001,-121.93817,2,2016-04-13 08:44:08,US/Pacific,201
79457,A-1931,At Dougherty Rd/Hopyard Rd - Accident.,37.70187,-121.90582,2,2016-04-13 09:01:38,US/Pacific,201
79465,A-1932,At Willow Pass Rd (East) - Accident.,38.021999,-121.960014,2,2016-04-13 08:54:47,US/Pacific,201
79473,A-1933,At Hegenberger Rd - Accident. Left lane blocked.,37.73929,-122.19505,2,2016-04-13 09:08:28,US/Pacific,201
79481,A-1934,At Florin Rd - Accident. Left lane blocked.,38.49797,-121.44812,2,2016-04-13 09:09:51,US/Pacific,201
79489,A-1935,At Hacienda Dr - Accident.,37.7017,-121.88372,2,2016-04-13 09:11:13,US/Pacific,201
79497,A-1936,At Zanker Rd - Accident.,37.399014,-121.93202,2,2016-04-13 09:21:51,US/Pacific,201
79505,A-1937,At CR-G6/Central Expy - Accident.,37.369189,-121.965284,2,2016-04-13 10:23:47,US/Pacific,201
79513,A-1938,At Treasure Island Rd - Accident.,37.80791,-122.3674,2,2016-04-13 10:35:48,US/Pacific,201
79521,A-1939,Between Grand Ave/Exit 425A and Oyster Point Blvd/Exit 425B - Accident. Center lane blocked.,37.656556,-122.406302,2,2016-04-13 11:11:08,US/Pacific,201
79529,A-1940,At 12th Ave - Accident.,38.53904,-121.4737,2,2016-04-13 12:27:31,US/Pacific,201
79537,A-1941,At Donner Pass Rd/Sherrit Ln - Accident. Right lane blocked.,39.324493,-120.393865,2,2016-04-13 13:03:50,US/Pacific,201
79545,A-1942,At Antelope Rd - Accident.,38.70541,-121.31152,2,2016-04-13 13:02:28,US/Pacific,201
79553,A-1943,Between Hillcrest Rd and Bay Bridge (San Francisco) - Accident.,37.80937,-122.36581,2,2016-04-13 13:57:00,US/Pacific,201
79561,A-1944,At Andersen Dr - Accident.,37.948891,-122.512406,2,2016-04-13 14:07:36,US/Pacific,201
79569,A-1945,At I-280/Junipero Serra Fwy/Exit 5 - Accident.,37.321956,-121.890827,2,2016-04-13 14:15:52,US/Pacific,201
79577,A-1946,At El Camino Ave - Accident.,38.61307,-121.42481,2,2016-04-13 14:26:07,US/Pacific,201
79585,A-1947,At Alma Ave/Lelong St/Exit 4 - Accident.,37.31131,-121.88411,2,2016-04-13 14:50:45,US/Pacific,201
79593,A-1948,At Lark Ave - Accident.,37.24691,-121.96075,2,2016-04-13 14:59:56,US/Pacific,201
79601,A-1949,At Hearn Ave/Yolanda Ave - Accident.,38.41475,-122.71612,2,2016-04-13 14:57:13,US/Pacific,201
79609,A-1950,Between CA-129/Exit 347 and Betabel Rd - Accident.,36.883661,-121.560802,2,2016-04-13 15:04:00,US/Pacific,201
79617,A-1951,At Q St - Accident.,38.5783,-121.50717,2,2016-04-13 15:09:28,US/Pacific,201
79625,A-1952,At Oakland Rd - Accident.,37.36327,-121.89519,2,2016-04-13 15:14:35,US/Pacific,201
79633,A-1953,At Alameda Del Prado/Nave Dr - Accident.,38.039598,-122.536778,2,2016-04-13 15:18:48,US/Pacific,201
79641,A-1954,At Army St/Potrero Ave - Accident.,37.75232000000001,-122.40303,2,2016-04-13 15:33:44,US/Pacific,201
79649,A-1955,At Valley Oak Ln - Accident.,38.40105,-121.3715,2,2016-04-13 15:41:49,US/Pacific,201
79657,A-1956,At Mace Blvd - Accident.,38.55183,-121.69884,2,2016-04-13 15:48:36,US/Pacific,201
79665,A-1957,At I-80 - Accident.,38.682841,-121.336497,2,2016-04-13 15:53:47,US/Pacific,201
79673,A-1958,At CA-65 - Accident.,38.77093,-121.24725,2,2016-04-13 15:59:15,US/Pacific,201
79681,A-1959,At Summit Rd - Accident.,37.14609,-121.98586,2,2016-04-13 16:12:29,US/Pacific,201
79689,A-1960,Ramp to I-5/CA-99 - Accident.,38.62195,-121.51526,2,2016-04-13 16:22:38,US/Pacific,201
79697,A-1961,At CA-24/Olympic Blvd - Accident.,37.89722,-122.07124,2,2016-04-13 16:28:07,US/Pacific,201
79705,A-1962,At I-5/CA-99 - Accident.,38.62013,-121.52625,2,2016-04-13 16:34:57,US/Pacific,201
79713,A-1963,At Camden Ave - Accident.,37.26181,-121.92234,2,2016-04-13 16:41:43,US/Pacific,201
79721,A-1964,At Piedra Rd - Accident.,36.727523,-119.462885,3,2016-04-13 16:53:59,US/Pacific,201
79729,A-1965,At CA-99 - Accident.,36.75484,-119.82814,2,2016-04-13 16:55:21,US/Pacific,201
79737,A-1966,At Alanna Rd/Exit 429A - Accident.,37.70252,-122.39352,2,2016-04-13 17:00:51,US/Pacific,201
79745,A-1967,At Kehoe Ave/Exit 415 - Accident.,37.56233,-122.30458,2,2016-04-13 17:04:56,US/Pacific,201
79753,A-1968,At Saratoga Ave - Accident.,37.31648,-121.96746,2,2016-04-13 17:45:56,US/Pacific,201
79761,A-1969,At 43rd Ave - Accident.,38.5189,-121.52199,2,2016-04-13 17:45:56,US/Pacific,201
79769,A-1970,At Crow Canyon Rd - Accident.,37.7805,-121.97704,2,2016-04-13 17:57:57,US/Pacific,201
79777,A-1971,At Chiles Rd/County Road 32 - Accident.,38.572828,-121.586536,2,2016-04-13 18:12:48,US/Pacific,201
79785,A-1972,At Fremont Ave - Accident.,37.35492,-122.06203,2,2016-04-13 18:12:48,US/Pacific,201
79793,A-1973,At Saratoga Ave - Accident.,37.31648,-121.96746,2,2016-04-13 18:22:21,US/Pacific,201
79801,A-1974,At Flynn Rd - Accident.,37.71922,-121.6604,2,2016-04-13 18:23:47,US/Pacific,201
79809,A-1975,At 47th Ave - Accident.,38.51391,-121.46197,2,2016-04-13 18:37:29,US/Pacific,201
79817,A-1976,At Powell St - Accident.,37.83792,-122.29639,2,2016-04-13 18:41:14,US/Pacific,201
79825,A-1977,At Auto Mall Pky - Accident.,37.50775,-121.96808,2,2016-04-13 19:05:12,US/Pacific,201
79833,A-1978,At MC Laughlin Ave - Accident.,37.33361,-121.86159,2,2016-04-13 19:05:12,US/Pacific,201
79841,A-1979,At Auto Mall Pky - Accident.,37.50492,-121.96424,2,2016-04-13 19:22:26,US/Pacific,201
79849,A-1980,At Florin Rd - Accident.,38.496213,-121.459502,2,2016-04-13 20:01:13,US/Pacific,201
79857,A-1981,At Jetty Rd - Accident.,36.83133,-121.77098,2,2016-04-13 20:25:49,US/Pacific,201
79865,A-1982,At Arden Way - Accident.,38.58936,-121.38297,2,2016-04-13 20:37:33,US/Pacific,201
79873,A-1983,At CA-104 - Accident.,38.29359,-121.31377,2,2016-04-13 20:43:00,US/Pacific,201
79881,A-1984,At CA-35/Skyline BD/Skylawnmem Pk - Accident.,37.49576,-122.36859,2,2016-04-13 21:01:57,US/Pacific,201
79889,A-1985,Between I-280 and CA-35/Skyline Blvd - Accident.,37.50711,-122.3391,2,2016-04-13 21:12:55,US/Pacific,201
79897,A-1986,Between Castro Ranch Rd and Valley View Rd - Accident.,37.95332,-122.27219,2,2016-04-13 21:41:52,US/Pacific,201
79905,A-1987,At Maritime Academy Dr/Sequoia Ave - Accident.,38.07324000000001,-122.22961,2,2016-04-13 21:57:55,US/Pacific,201
79913,A-1988,Past Galt - Accident.,38.235195,-121.51631,2,2016-04-14 04:55:51,US/Pacific,201
79921,A-1989,At Deer Creek Rd - Accident.,38.15242,-120.64219,2,2016-04-14 04:53:29,US/Pacific,201
79929,A-1990,At 3rd Ave/Exit 416 - Accident. Left lane blocked.,37.57238,-122.3158,2,2016-04-14 06:00:12,US/Pacific,201
79937,A-1991,At CA-92/Fashion Island Blvd/Exit 414B - Accident. Left lane blocked.,37.55759000000001,-122.30023,2,2016-04-14 06:01:34,US/Pacific,201
79945,A-1992,At I-80 - Accident. Right lane blocked.,37.887806,-122.308628,2,2016-04-14 07:06:00,US/Pacific,201
79953,A-1993,At Madrone Dr - Accident.,37.157197,-121.982129,2,2016-04-14 07:00:30,US/Pacific,201
79961,A-1994,At Glenwood Dr - Accident. Left lane blocked.,37.14609,-121.98586,2,2016-04-14 07:19:07,US/Pacific,201
79969,A-1995,At Madison Ave - Accident. Right lane blocked.,38.66387,-121.35723,2,2016-04-14 07:27:18,US/Pacific,201
79977,A-1996,At I-80-BR/US-50/Exit 518 - Accident. Right lane blocked.,38.57306,-121.50902,2,2016-04-14 07:29:45,US/Pacific,201
79985,A-1997,Between Santa Teresa Blvd and CR-G8/Watsonville Rd - Accident.,37.08027,-121.622699,2,2016-04-14 07:49:58,US/Pacific,201
79993,A-1998,At Hegenberger Rd - Accident.,37.74446,-122.1962,2,2016-04-14 08:01:01,US/Pacific,201
80001,A-1999,At US-101 - Accident.,37.55405,-122.29208,3,2016-04-14 08:12:40,US/Pacific,201
80009,A-2000,At Alvarado Blvd/Fremont Blvd - Accident. Left lane blocked.,37.57529,-122.04697,2,2016-04-14 08:27:52,US/Pacific,201
72030,A-3001,At 15th St - Accident.,38.56456,-121.49713,2,2016-05-04 17:20:55,US/Pacific,201
72034,A-3002,At Arden Way - Accident.,38.61045,-121.38306,2,2016-05-04 17:25:00,US/Pacific,201
72041,A-3003,At CA-17 - Accident.,37.25835,-121.96395,2,2016-05-04 18:00:50,US/Pacific,201
72049,A-3004,At Industrial Blvd - Accident.,37.63253,-122.10975,2,2016-05-04 18:03:14,US/Pacific,201
72057,A-3005,Between Saratoga Ave and Lawrence Expy - Accident.,37.31649,-121.9673,2,2016-05-04 18:04:37,US/Pacific,201
72065,A-3006,At Hacienda Dr - Accident.,37.70139,-121.89284,2,2016-05-04 18:07:00,US/Pacific,201
72073,A-3007,Between Farm Hill Blvd and Canada Rd - Accident.,37.44404,-122.25607,2,2016-05-04 18:27:45,US/Pacific,201
72081,A-3008,At I-980/CA-24 - Accident.,37.82617,-122.27674,2,2016-05-04 18:27:45,US/Pacific,201
72089,A-3009,At Dixon Ave - Accident.,38.44816,-121.8559,2,2016-05-04 18:31:53,US/Pacific,201
72097,A-3010,At Scott Creek Rd - Accident.,37.463713,-121.903279,2,2016-05-04 18:29:07,US/Pacific,201
72105,A-3011,At CA-92/Jackson St - Accident.,37.64876,-122.09684,2,2016-05-04 18:38:50,US/Pacific,201
72113,A-3012,At CR-G8/Almaden Expy/Exit 3B - Accident.,37.30351,-121.87838,3,2016-05-04 18:47:42,US/Pacific,201
72121,A-3013,At CA-87/Guadalupe Pky - Accident.,37.32121,-121.89976,2,2016-05-04 19:24:52,US/Pacific,201
72129,A-3014,At 65th St - Accident.,38.55075,-121.42342,2,2016-05-04 20:39:52,US/Pacific,201
72137,A-3015,Closed at McFarland - Road closed due to accident.,35.761523,-119.151148,4,2016-05-04 23:27:55,US/Pacific,201
72145,A-3016,Closed at McFarland - Road closed due to accident.,35.761522,-119.151309,4,2016-05-04 23:27:56,US/Pacific,201
72153,A-3017,At Pasatiempo Dr - Accident.,37.00244,-122.02072,2,2016-05-05 03:13:44,US/Pacific,201
72161,A-3018,At Anza Blvd/Exit 419A - Accident.,37.58719,-122.34835,2,2016-05-05 04:59:52,US/Pacific,201
72169,A-3019,At Foster City Blvd - Accident.,37.56174,-122.27629,2,2016-05-05 04:59:52,US/Pacific,201
72177,A-3020,At CR-G7/Bloomfield Ave - Overturned heavy truck.,36.988584,-121.490835,2,2016-05-05 05:08:00,US/Pacific,201
72185,A-3021,At CR-G7/Bloomfield Ave - Overturned heavy truck.,36.98862,-121.49092,2,2016-05-05 05:36:11,US/Pacific,201
72193,A-3022,At CA-237/Calaveras/Milpitasalvis - Accident. Left lane blocked.,37.43664,-121.91969,2,2016-05-05 05:43:05,US/Pacific,201
72201,A-3023,At CA-17 - Accident.,37.25404,-121.9476,2,2016-05-05 06:31:48,US/Pacific,201
72209,A-3024,At Harbor Blvd - Overturned heavy truck.,38.57331,-121.54866,4,2016-05-05 06:42:49,US/Pacific,201
72217,A-3025,At US-101/CA-37/Redwood Hwy - Accident. Left lane blocked.,38.0823,-122.54266,2,2016-05-05 06:44:11,US/Pacific,201
72225,A-3026,At Grand Ave - Accident. Carpool lane blocked.,37.82624000000001,-122.30135,2,2016-05-05 06:35:53,US/Pacific,201
72233,A-3027,At Brokaw Rd/1st St/Exit 389B - Accident. Left lane blocked.,37.37063,-121.91264,2,2016-05-05 06:53:54,US/Pacific,201
72241,A-3028,At Alameda Del Prado/Nave Dr - Accident. Right lane blocked.,38.05146,-122.53126,2,2016-05-05 07:18:19,US/Pacific,201
72249,A-3029,At Stevens Creek Blvd - Accident. Center lane blocked.,37.32717,-121.94089,2,2016-05-05 07:29:09,US/Pacific,201
72257,A-3030,At Grant Line Rd - Accident. Left lane blocked.,37.74141,-121.58025,2,2016-05-05 07:47:56,US/Pacific,201
72265,A-3031,At Bradshaw Rd - Accident. Left lane blocked.,38.56341,-121.34143,2,2016-05-05 07:52:09,US/Pacific,201
72273,A-3032,At Ventura Ave - Accident.,37.954486,-122.331297,2,2016-05-05 08:04:37,US/Pacific,201
72281,A-3033,At Fremont St/Harrison St - Accident. Right lane blocked.,37.7862,-122.39069,2,2016-05-05 09:23:12,US/Pacific,201
72289,A-3034,At Curtner Ave/Exit 3 - Accident. Right lane blocked.,37.29176,-121.87164,2,2016-05-05 09:25:59,US/Pacific,201
72297,A-3035,At CA-84/Thornton Ave - Accident.,37.55022,-122.02569,2,2016-05-05 09:28:23,US/Pacific,201
72305,A-3036,At Glenwood Dr - Accident. Right lane blocked.,37.14623,-121.98619,2,2016-05-05 09:29:51,US/Pacific,201
72313,A-3037,At CA-84/Woodside Rd/Exit 408 - Accident.,37.48768,-122.20653,3,2016-05-05 09:53:15,US/Pacific,201
72321,A-3038,At I-280/I-680 - Accident.,37.33906,-121.85128,2,2016-05-05 10:03:37,US/Pacific,201
72329,A-3039,At 3rd St/Exit 429B/Exit 429C - Accident. Right lane blocked.,37.71145,-122.39556,2,2016-05-05 09:55:39,US/Pacific,201
72337,A-3040,At 66th Ave - Accident.,37.74657,-122.2015,2,2016-05-05 09:58:28,US/Pacific,201
72345,A-3041,At 3rd Ave/Exit 416 - Accident.,37.56864,-122.31147,2,2016-05-05 10:21:51,US/Pacific,201
72353,A-3042,At Garden Hwy - Accident.,38.6056,-121.50745,2,2016-05-05 10:47:00,US/Pacific,201
72361,A-3043,At Treasure Island Rd - Accident. Center lane blocked.,37.80811,-122.36719,2,2016-05-05 11:13:37,US/Pacific,201
72369,A-3044,At Madison Ave - Accident.,38.65782,-121.36338,2,2016-05-05 11:46:26,US/Pacific,201
72377,A-3045,At Keller Ave - Accident. Left lane blocked.,37.77413,-122.15991,2,2016-05-05 12:41:13,US/Pacific,201
72385,A-3046,At Penryn Rd - Accident.,38.8313,-121.17156,3,2016-05-05 12:48:15,US/Pacific,201
72393,A-3047,At Madrone Dr - Accident.,37.157197,-121.982129,2,2016-05-05 12:46:53,US/Pacific,201
72401,A-3048,At Watmaugh Rd - Accident.,38.24488,-122.44625,2,2016-05-05 12:57:59,US/Pacific,201
72409,A-3049,Past - Accident.,37.7907,-122.40722,2,2016-05-05 13:54:58,US/Pacific,201
72417,A-3050,At Glenwood Dr - Accident.,37.144696,-121.984632,3,2016-05-05 14:18:24,US/Pacific,201
72425,A-3051,At US-50 - Accident.,38.55033,-121.47382,3,2016-05-05 14:39:14,US/Pacific,201
72433,A-3052,At CA-99/Golden State Hwy S - Accident.,38.54121,-121.4723,2,2016-05-05 14:44:48,US/Pacific,201
